,id,text,Cleaned_tweet
24,0.7924942083018995-27,"I love oral sex…it’s the
phone bill I hate.",i love oral sex it s the phone bil i hate 
25,0.7924942083018995-28,"Friends are like condoms:
They protect you when things
get hard.",friends are like condoms they protect you when things get hard 
26,0.7924942083018995-29,"Why does someone believe you
when you say there are four billion
stars, but check when you say the
paint is wet?",why does someone believe you when you say there are four billion stars but check when you say the paint is wet 
27,0.7924942083018995-30,If #RGFights4Dalits Then at first please ban the word dalit its not just a word its is a kind of medicine for dirty politics.....,if then at first please ban the word dalit its not just a word its is a kind of medicine for dirty politics 
28,0.7924942083018995-31,#WhenIWas13 Start masturbating....,start masturbating 
29,0.7924942083018995-32,#WhenIWas13 just had my first crush & heart broken too..,just had my first crush heart broken too 
30,0.7924942083018995-33,#WhenIWas13 Watch my first-ever porn...,watch my first ever porn 
31,0.7924942083018995-34,"I never get it why they call it honour killing..how killing some one gets u honour..

#QandeelBaloch",i never get it why they cal it honour killing how killing some one gets u honour 
32,0.7924942083018995-35,Feel sorry for that Girl who think that every guy wants her...!!!,feel sorry for that girl who think that every guy wants her 
33,0.7924942083018995-36,"#SingleBecause still not found a girl who like Sachin,batman & Eminem all 3 of them",stil not found a girl who like sachin batman eminem al of them
34,0.7924942083018995-37,#SingleBecause she don't want  batman as her boyfriend,she don t want batman as her boyfriend
35,0.7924942083018995-38,#SingleBecause 24x7 using Twitter that's why may be...,x using twitter that why may be 
36,0.7924942083018995-39,#SingleBecause Never get any match on #Tinder,never get any match on
37,0.7924942083018995-40,"I just want someone to choose me
and never stop choosing me.",i just want someone to choose me and never stop choosing me 
38,0.7924942083018995-41,"Terrorism have no religion till they r killing,if they got killed Presstitutes want gov. reply for killing of muslims
#UnitedAgainstTerror",terrorism have no religion til they r killing if they got killed presstitutes want gov reply for killing of muslims
39,0.7924942083018995-42,born in 90's stop calling yourself kid's...,born in stop calling yourself kid 
40,0.7924942083018995-43,Seriously that's a killer combo...,seriously that a killer combo 
41,0.7924942083018995-44,"बेबी तू है Oscar तो मैं भी हूँ
Leonardo एक ना एक दिन तुझे पा ही लूँगा ॥॥", oscar leonardo 
42,0.7924942083018995-45,"France was the better team but
it wasn't meant to be lol They
had so many chances~ But
congrats to Portugual í ¼í¾í ¼í¾
#Euro2016Final",france was the better team but it wasn t meant to be lol they had so many chances but congrats to portugual 
43,0.7924942083018995-46,"I m not sleeping I m just thinking about game(moth)
#Euro2016Final

http://gifrific.com/chandler-falls-asleep-during-meeting/ …",i m not sleeping i m just thinking about game moth 
44,0.7924942083018995-47,@tweetzaade : और वो भी महंगा वाला bournvita (कितने महँगे हैं ये 4G के पैक), bournvita g 
45,0.7924942083018995-48,"@sardesairajdeep : Shame on u,how can u compare A terrorist with legend Bhagat Singh..", shame on u how can u compare a terrorist with legend bhagat singh 
46,0.7924942083018995-49,#SaveKashmir from whom I don't get it if killing A terrorist not saving Kashmir I m dame sure Nothing can..,from whom i don t get it if killing a terrorist not saving kashmir i m dame sure nothing can 
47,0.7924942083018995-50,Nice Hash tag now I can say that I m proud Indian #फौजियों_को_सलाम,nice hash tag now i can say that i m proud indian
48,0.7924942083018995-51,"#EURO2016 France gona win
easily..still wanna see some goals
from Ronaldo (More then Icon) 
#EuroFinalonSonySIX",france gona win easily stil wanna se some goals from ronaldo more then icon 
49,0.7924942083018995-52,"Antoine Griezmann has been
involved in 8 goals at #EURO2016
: the entire #Portugal squad have
scored 8 goals.. #EuroFinalonSonySIX",antoine griezman has been involved in goals at the entire squad have scored goals 
50,0.7924942083018995-53,"So many People die in uttrakhand nobody bats an eye,One terrorist
died everyone loses his mind",so many people die in uttrakhand nobody bats an eye one terrorist died everyone loses his mind
51,0.7924942083018995-54,@nishantgola : gola शाहरुख का मजाक मत बना वरना उसका झबरा फैन गणेश आ जाएगा ॥॥, gola 
52,0.7924942083018995-55,IF #Eminem songs won't give you motivation then I feel sorry for you..,if songs won t give you motivation then i feel sorry for you 
53,0.7924942083018995-56,"dear haters I'm not a Facebook status,you don't have to like me.",dear haters i m not a facebook status you don t have to like me 
54,0.7924942083018995-57,"A person who has no friends,
lives only half way #SaySomethingAboutFriends",a person who has no friends lives only half way
55,0.7924942083018995-58,"Serena Williams is like batman,cause u know she's always gonna win...  

((HISTORIC 7TH #Wimbledon WIN ))",serena williams is like batman cause u know she always gonna win historic th win 
56,0.7924942083018995-59,"Smile,and you change the world
one little bit.",smile and you change the world one little bit 
57,0.7924942083018995-60,"Hi guys.I am so happy and proud of myself and I thought I should share this with you!! 

Today I saw myself on TV,when I turned it off. ",hi guys i am so happy and proud of myself and i thought i should share this with you today i saw myself on tv when i turned it off 
58,0.7924942083018995-61,"@shirleysetia : I’d paint a rainbow in the sky just
to be able to wish you a beautiful
birthday! #shirleydiwas  #ShirleySetiaKaFan", i d paint a rainbow in the sky just to be able to wish you a beautiful birthday 
59,0.7924942083018995-62,@ShirleySetia : wishing happy birthday to extremely talented & the beautiful girl who rocks the world #shirleydiwas #ShirleyKaBirthday, wishing happy birthday to extremely talented the beautiful girl who rocks the world
60,0.7924942083018995-63,Troll at it's best https://www.instagram.com/p/BHY5MAMBCk9/ ,trol at it best
61,0.7924942083018995-64,That awkward moment when I flirt with a girl then I know she born in 2000...Shit she's just a child..yaar,that awkward moment when i flirt with a girl then i know she born in shit she just a child yaar
62,0.7924942083018995-65,"#youtube IK KUDI DILJIT DOSHAN http://www.youtube.com/watch?v=KMVw5QaFog8&sns=tw …

kinda beautiful song.. ikk kudi

#UdtaPunjab",ik kudi diljit doshan kinda beautiful song ik kudi
63,0.7924942083018995-66,@rajsan2016 : acche ka pata nhi but that's definitely Kacche din, acche ka pata nhi but that definitely kacche din
64,0.7924942083018995-67,"I once accidentally said hi to a
feminist My trial begins tomorrow...",i once accidentally said hi to a feminist my trial begins tomorrow 
65,0.7924942083018995-68,#SocialMediaDay I was like Fuck social media u r fake,i was like fuck social media u r fake
66,0.7924942083018995-69,@vyangyapuraan :भाई जी सरकार 100 स्मार्ट सिटी की जगह 100 स्मार्ट नेता बनाएँ तो देश का भला हो कुछ ॥ ॥, 
67,0.7924942083018995-70,"Beliefs are made to control you. First they programm your brain with the beliefs then you work for them =
Slavery",beliefs are made to control you first they program your brain with the beliefs then you work for them slavery
68,0.7924942083018995-71,"More people voted for 'Indian Idol'
than for the CM of ur state.",more people voted for indian idol than for the cm of ur state 
69,0.7924942083018995-72,“We live in a kingdom of bullshit.”, we live in a kingdom of bullshit 
70,0.7924942083018995-73,"@vyangyapuraan : but every one knows his(arnab) famous quote ""nations want to know""  #PMSpeaksToArnab", but every one knows his arnab famous quote nations want to know 
71,0.7924942083018995-74,@beingbaniya @zzoker : bro take it easy I also read it..., bro take it easy i also read it 
72,0.7924942083018995-75,"Starts my day with Batman begins & ended with The Dark Knight Rises..
Best trilogy ever..",starts my day with batman begins ended with the dark knight rises best trilogy ever 
73,0.7924942083018995-76,"@ChhotaThalaiva : sir is there any news about second season of
TVF Pitchers... can't wait...", sir is there any news about second season of tvf pitchers can t wait 
74,0.7924942083018995-77,@vijayjoam :yaha bro like everyone found out how to Masturbate..., yaha bro like everyone found out how to masturbate 
75,0.7924942083018995-78,"@DefucktiveHumor @aartic02 @msisodia @ArvindKejriwal : technically he is iiten,engineer ko badnam kar rakha hai...", technically he is iiten engineer ko badnam kar rakha hai 
76,0.7924942083018995-79,#GameofThrones  #StarkFamily waiting for #GoTS06E10,waiting for
77,0.7924942083018995-80,"AAP MLA's ri8 know...
#ArrestMeModi",aap mla ri know 
78,0.7924942083018995-81,"Looking at the trends today I
can say that Chutiyas are
leading from every side in this
political trend business....

#Copied",looking at the trends today i can say that chutiyas are leading from every side in this political trend business 
79,0.7924942083018995-82,"बेनचोद सुबह से political tweet क्यों पेल रखें है ।। @iPoonampandey pic कोई डालो mood अच्छा हो ।।

#ArrestMeModi
#PhasGayiDilli", political tweet pic mood 
80,0.7924942083018995-83,#नफरत_है_मुझको I have a boyfriend वाली लाइन से,i have a boyfriend 
81,0.7924942083018995-84,"@DuteeChand qualifies for
@Rio2016_en  contx girl u make us proud..",qualifies for contx girl u make us proud 
82,0.7924942083018995-85,"baby baakiyo ke messages
Just delete them you don’t need
them...",baby baakiyo ke messages just delete them you don t need them 
83,0.7924942083018995-86,"AM se PM main bheju tujhe DM
Baar baar karun check
Have you seen them...",am se pm main bheju tujhe dm baar baar karun check have you seen them 
84,0.7924942083018995-87,"James Bond is going to need a
Visa for his missions now.
#Brexit",james bond is going to need a visa for his missions now 
85,0.7924942083018995-88,"Chicken Aise Pakao Ke Kachha Na Ho
Aur
Mohabbat Aise Nibhao Ke Baccha
Na Ho..

#UseCondom 
#SocialMsg",chicken aise pakao ke kachha na ho aur mohabbat aise nibhao ke baccha na ho 
86,0.7924942083018995-89,"भले ही किसीगैर की जागीर
थी वो,पर मेरे ख्वाबों 
की भी तस्वीर थी वो,मुझे मिलती तो
कैसे मिलती,किसी और के
हिस्से की तक़दीर थी वो....

#EmoTweet", 
87,0.7924942083018995-90,बहनचो बारिश वाले गानों मे लड़कियाँ मस्त लगती है असल जिंदगी में साला कोई लड़की दिखाई नहीं देती बारिश मे !, 
88,0.7924942083018995-91,@rameshsrivats : that's the best sarcastically made tweet..on this  great...pehly ball pe 6, that the best sarcastically made tweet on this great pehly bal pe
89,0.7924942083018995-92,"Me : पापा Anil Kumble कोच बन गया है

Dad : शर्मा जी के लड़के को देख Microsoft मे लग गया है...!!!

Me: 

(Gonna kill u sharma ji ke ladke)",me anil kumble dad microsoft me gonna kil u sharma ji ke ladke 
90,0.7924942083018995-93,@anilkumble1074  : contx jumbo u deserve it.. hat's off to new indian cricket coach, contx jumbo u deserve it hat of to new indian cricket coach
91,0.7924942083018995-94,@simranmalik1000 @adrashyababa : isn't weird story for #HeSheStory, isn t weird story for
92,0.7924942083018995-95,"Me : Do u like water ?

She : Yeh so what..

Me : Good u already like 70 % of me
..!!

#Savewater 
#HeSheStory",me do u like water she yeh so what me good u already like of me 
93,0.7924942083018995-96,सोच रहा हूँ #AAP मैं शामिल हो जाता हूँ सूना है #केजरीवाल सबसे बकचोद है ।।, 
94,0.7924942083018995-97,"Lost 5 IQ points by reading
your tweet. @kamaalrkhan",lost iq points by reading your tweet 
95,0.7924942083018995-98,@neerajsharmank @grawal1306 : meine bhi, meine bhi
96,0.7924942083018995-99,@grawal1306 @neerajsharmank @nishantgola : deva utha le re.. muje nhi iss celeb ko, deva utha le re muje nhi is celeb ko
97,0.7924942083018995-100,@nishantgola @grawal1306 : kya superman hai re tu duniya muskil mein or bhai soya hai, kya superman hai re tu duniya muskil mein or bhai soya hai
98,0.7924942083018995-101,@grawal1306 @nishantgola : jab celeb ki jarorat thi tab gayab tha yeh celeb, jab celeb ki jarorat thi tab gayab tha yeh celeb
99,0.7924942083018995-102,@grawal1306 @beingsalmankhan @coreyluupton @luv_u_re @neerajsharmank  : Report spam karo iss ko, report spam karo is ko
100,0.7924942083018995-103,@luv_u_re @grawal1306 @neerajsharmank @rahejaakshar : gaand marwa or block bhi lode.. I win u lose.., gaand marwa or block bhi lode i win u lose 
101,0.7924942083018995-104,@luv_u_re @coreyluupton @grawal1306 @neerajsharmank : apni maa chod le trust me she is still hot dame too hot.... fir #lMisquoted, apni ma chod le trust me she is stil hot dame to hot fir
102,0.7924942083018995-105,@luv_u_re @grawal1306 @neerajsharmank : still respect ur mom & sis but u r maa ka loda re sorry #IMisquoted, stil respect ur mom sis but u r ma ka loda re sorry
103,0.7924942083018995-106,"@shawtyykhanyy @grawal1306 : there are 2 kind of unusual people on earth 
1st Salman khan..

& 2nd Those are salman khan fan..", there are kind of unusual people on earth st salman khan nd those are salman khan fan 
104,0.7924942083018995-107,@grawal1306 : rape karwaya hai salman ne apna thabhi bolu sala shadi kyo nhi krta ganduwa hai wo, rape karwaya hai salman ne apna thabhi bolu sala shadi kyo nhi krta ganduwa hai wo
105,0.7924942083018995-108,Super heroes doing yoga why not u just try it and be #Batman #Hulk & #Superman its #YogaDay  stay fit #yogaforlife,super heroes doing yoga why not u just try it and be its stay fit
106,0.7924942083018995-109,@katamulgi : do u think being raped is funny wtf ?, do u think being raped is funny wtf 
107,0.7924942083018995-110,after #SalmanMisquoted which I think he said wrong..do we should not make fun and stop posting about that cause seriously it's not funny..,after which i think he said wrong do we should not make fun and stop posting about that cause seriously it not funny 
108,0.7924942083018995-111,"#SalmanMisquoted 
'I felt like a raped woman.' nothing to say I don't know what to say.. very sad he said this", i felt like a raped woman nothing to say i don t know what to say very sad he said this
109,0.7924942083018995-112,No Offense to anyone but I found this funny...,no offense to anyone but i found this funny 
110,0.7924942083018995-113,"That moment in exam when the
invigilator stands behind you and
tries to read your answer and You
Have no idea of how to Avoid that
SITUATION",that moment in exam when the invigilator stands behind you and tries to read your answer and you have no idea of how to avoid that situation
111,0.7924942083018995-114,@parikhsanjana : u just forgot Badass Arya Stark (aka batman-girl), u just forgot badas arya stark aka batman girl 
112,0.7924942083018995-115,for me Session 6 episode 9 simply the best episode of #Gameofthrones just perfect...,for me session episode simply the best episode of just perfect 
113,0.7924942083018995-116,"Its just impossible to not looking at girls in yoga pants .Go ahead,stare.....be a stalker",its just impossible to not looking at girls in yoga pants go ahead stare be a stalker
114,0.7924942083018995-117,"Baba Siddique is like मेरे करन अर्जुन आएँगे...!!!

 #BabaSiddiqueIftari",baba siddique is like 
115,0.7924942083018995-118,#BabaSiddiqueIftari जहाँ करन अर्जुन मिलते हैं हर साल...!!!, 
116,0.7924942083018995-119,Lag gaye 440 volt chhune se tere... such a addicted song u Nailed it  @MikaSingh,lag gaye volt chhune se tere such a addicted song u nailed it
117,0.7924942083018995-120,@indiafinger : they surely high..while doing this, they surely high while doing this
118,0.7924942083018995-121,@agenda_hunter @dna : engineering degree..., engineering degree 
119,0.7924942083018995-122,"So if we lie to the government
it's a felony,but if they lie to
us its politics.",so if we lie to the government it a felony but if they lie to us its politics 
120,0.7924942083018995-123,"what's this #MundiDance,now u can sale ur useless dance moves on olx or what.. I don't get it",what this u can sale ur useles dance moves on olx or what i don t get it
121,0.7924942083018995-124,#seriously  #santa #engineering is not a easy task https://www.instagram.com/p/BGwYwPFwwUW/ ,is not a easy task
122,0.7924942083018995-125,"Me : I love you..

She : But u r like brother to me..

Me : Do u watch #GameofThrones ??

** Awkward silence **",me i love you she but u r like brother to me me do u watch awkward silence 
123,0.7924942083018995-126,"friend: whats your favorite
season? 
me: of which show?
friend: 
me: 
friend: 
me: 
me: oh you meant like the weather ?",friend whats your favorite season me of which show friend me friend me me oh you meant like the weather 
124,0.7924942083018995-127,@nishantgola @grawal1306 : those are good old days..., those are good old days 
125,0.7924942083018995-128,"Date a Anarchy we break
law not heart.",date a anarchy we break law not heart 
126,0.7924942083018995-129,@neerajsharmank @nishantgola : bilkul bhai kyo nhi, bilkul bhai kyo nhi
127,0.7924942083018995-130,I'm in the mood to receive free 100 gb 4g data....!!!,i m in the mood to receive fre gb g data 
128,0.7924942083018995-131,@nishantgola @neerajsharmank : Twitter celeb todi barish yaha bhi beaj do bhaio..., twitter celeb todi barish yaha bhi beaj do bhaio 
129,0.7924942083018995-132,#savdhaanIndiaAnthem video is really creative & self resumption kind offf... I have to say good word team of savdhaan india...,video is really creative self resumption kind off i have to say good word team of savdhaan india 
130,0.7924942083018995-133,@awryaditi :For me stiles is like Chandler from friends...not a lead character but everyone loves him..., for me stiles is like chandler from friends not a lead character but everyone loves him 
131,0.7924942083018995-134,I watched games of thrones last five seasons with English subtitles but when i am watching this year on tv I observe they speak English,i watched games of thrones last five seasons with english subtitles but when i am watching this year on tv i observe they speak english
132,0.7924942083018995-135,"Me(to dad): Dad, how I was born?
Dad: through broken condom.
Me:*cries in corner*",me to dad dad how i was born dad through broken condom me cries in corner 
133,0.7924942083018995-136,@flw_ur_dreamz @facebook : I m sure u r 100% right cause it's not argument...I just said what I have to say...nothing more..., i m sure u r right cause it not argument i just said what i have to say nothing more 
134,0.7924942083018995-137,@flw_ur_dreamz @facebook : no offense mam but sometime it helps me to remember my friends birthday, no offense mam but sometime it helps me to remember my friends birthday
135,0.7924942083018995-138,@gadhabaaz :  ki sharma ji ka ladka iit mein padta hai...unki maa ka.... sala jindgi jhund kar di humari, ki sharma ji ka ladka iit mein padta hai unki ma ka sala jindgi jhund kar di humari
136,0.7924942083018995-139,@gadhabaaz : bus ek narajgi hai bahi ji tumahari waja se engineering karni pad rahi hai jiss ne b'day le rakhi hai meri..., bus ek narajgi hai bahi ji tumahari waja se engineering karni pad rahi hai jis ne b day le rakhi hai meri 
137,0.7924942083018995-140,@Gadhabaaz : bhai tum wahi Sharma Ji Ka Beta ho jis ke bare mein bachpan se sun raha hu...thanks u ruined my whole childhood ...., bhai tum wahi sharma ji ka beta ho jis ke bare mein bachpan se sun raha hu thanks u ruined my whole childhood 
138,0.7924942083018995-141,"when Sutta was alive he love's doggy style....some says he invited it too....

#MissYouSattu",when sutta was alive he love doggy style some says he invited it too 
139,0.7924942083018995-142,"rt if you think @kamaalrkhan
should be the first man on the
sun....",if you think should be the first man on the sun 
140,0.7924942083018995-143,"A broken lover's emotional status on Facebook:
* I want her Back..! *

Friend's Comment: 
*"" एकदम सही भाई, सामने से बिलकुल  सपाट थी वो ""*",a broken lover emotional status on facebook i want her back friend comment 
141,0.7924942083018995-144,  Study....Stud....Stu.....St.....S.....Sl.....Sle...Slee......Sleep.......,study stud stu st s sl sle slee sleep 
142,0.7924942083018995-145,"@ShirleySetia : There are 22 letters in the alphabet,right? 

Oh, wait. I think I
missed: U, R,Q,T.", there are letters in the alphabet right oh wait i think i missed u r q t 
143,0.7924942083018995-146,"She: I love the way you lie...
Me: Ok U r beautiful",she i love the way you lie me ok u r beautiful
144,0.7924942083018995-147,"The Great Wall of China is in
China.",the great wal of china is in china 
145,0.7924942083018995-148,You have one birthday a year.,you have one birthday a year 
146,0.7924942083018995-149,"Respect Women?
Me: No,Cause I respect Person not The chutiya because of his or her Gender....!!!",respect women me no cause i respect person not the chutiya because of his or her gender 
147,0.7924942083018995-150,"Seriously sometimes U have to say that Jaa Simran Ja..Bhaad mein Jaa.

#NoOffense
#DDLJ",seriously sometimes u have to say that ja simran ja bhaad mein jaa 
148,0.7924942083018995-151,@whattheffacts : if u believe in god So why not on batman..he can do anything cause He is simply Batman, if u believe in god so why not on batman he can do anything cause he is simply batman
149,0.7924942083018995-152,Ctrl-Alt-Delete works every time even for Girls....!!!,ctrl alt delete works every time even for girls 
150,0.7924942083018995-153,"Thoughts on Civil War:
SPIDERMAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAN",thoughts on civil war spiderma a aan
151,0.7924942083018995-154,"If you could be either
God’s worst enemy
or nothing, which
would you choose?",if you could be either god s worst enemy or nothing which would you choose 
152,0.7924942083018995-155,"“what’s your favorite position in
bed?” near the wall so I can use
my phone while it’s charging", what s your favorite position in bed near the wal so i can use my phone while it s charging
153,0.7924942083018995-156,Relationship status: Another password gets married..,relationship status another password gets married 
154,0.7924942083018995-157,"THERE'S TOO MUCH GOOD
MUSIC BEING RELEASED I'M SO
STRESSED I DON'T HAVE THE
TIME OR THE BRAIN CAPACITY TO
LEARN ALL THESE LYRICS",there to much good music being released i m so stressed i don t have the time or the brain capacity to learn al these lyrics
155,0.7924942083018995-158,"Sex is good
Sex is fine
Doggy Style & 69
Just for fun
Or gettin paid
Everyone likes gettin laid.",sex is good sex is fine doggy style just for fun or gettin paid everyone likes gettin laid 
156,0.7924942083018995-159,"I am a DOG
And you are a FLOWER
I lift my LEG UP
And give you a SHOWER",i am a dog and you are a flower i lift my leg up and give you a shower
157,0.7924942083018995-160,Sometimes I thought am i too young to have a midlife crisis,sometimes i thought am i to young to have a midlife crisis
158,0.7924942083018995-161,Excuses don´t makes you Steve jobs or Bill gates..It's definitely make U Rahul Ghandi..,excuses don t makes you steve jobs or bil gates it definitely make u rahul ghandi 
159,0.7924942083018995-162,"""I'm not interested in great,I
want to know who its Daddy
is.""", i m not interested in great i want to know who its daddy is 
160,0.7924942083018995-163,India is a country where people died because they don't have food & people here care about Ipl & sMax playing Sooryavansham : Proud Indian,india is a country where people died because they don t have food people here care about ipl smax playing sooryavansham proud indian
161,0.7924942083018995-164,"You can't block Mark
Zuckerberg on Facebook.",you can t block mark zuckerberg on facebook 
162,0.7924942083018995-165,Religion is induced insanity,religion is induced insanity
163,0.7924942083018995-166,"I was the only guy with any bit of
anarchy left.",i was the only guy with any bit of anarchy left 
164,0.7924942083018995-167,"Now days people are like they 
blame leaders like
modi,kejriwal,rahul for
constipation problems",now days people are like they blame leaders like modi kejriwal rahul for constipation problems
165,0.7924942083018995-168,"If Voting Change Anything They'd make it illegal...!!!

#BeSuper #Anarchy & #StayFocused",if voting change anything they d make it illegal 
166,0.7924942083018995-169,"Before we can forgive one another,
we have to another understand one
another.
-: Emma Goldman's",before we can forgive one another we have to another understand one another emma goldman
167,0.7924942083018995-170,Why so many Rules C'mon give me a break why Anyone would telling me how I live my life,why so many rules c mon give me a break why anyone would telling me how i live my life
168,0.7924942083018995-171,"The first thing we do,let's kill all the Religion,cast,creed & feminism...",the first thing we do let kil al the religion cast creed feminism 
169,0.7924942083018995-172,where can i download motivation,where can i download motivation
170,0.7924942083018995-173,its ok ill text myself back,its ok il text myself back
171,0.7924942083018995-174,"how to seduce me: deposit
6000000 rupee in my bank
account dont talk to me",how to seduce me deposit rupe in my bank account dont talk to me
172,0.7924942083018995-175,"""OMG you look so much better
when you don't wear your
glasses."" Well you look better
when I don't wear my glasses
too.", omg you look so much better when you don t wear your glasses wel you look better when i don t wear my glasses too 
173,0.7924942083018995-176,@coolgirl_hj : If u watch saif ali cocktail movie u get the answer who is Temporary gf  and  Permanent gf..Not a new concept., if u watch saif ali cocktail movie u get the answer who is temporary gf and permanent gf not a new concept 
174,0.7924942083018995-177,"You taught me how to love but not
how to stop .",you taught me how to love but not how to stop 
175,0.7924942083018995-178,"Unless your name is GOOGLE , stop
acting like you f * cking know
everything .",unles your name is google stop acting like you f cking know everything 
176,0.7924942083018995-179,@ZoomTV : fabulas master pice hats off, fabulas master pice hats of
177,0.7924942083018995-180,"#SachinTeaser no words i don't know what to say just so emotional...goosebumb 
 @sachin_rt! 

This #SachinTeaser will give you goosebumps",no words i don t know what to say just so emotional goosebumb this wil give you goosebumps
178,0.7924942083018995-181,"Form is temporary. Class is permanent. 

Ishant Sharma in last over 
#MIvRPS",form is temporary clas is permanent ishant sharma in last over
179,0.7924942083018995-182,Reactions across the world after watching #TaherShah 's Angel song.,reactions acros the world after watching angel song 
180,0.7924942083018995-183,@gooljaar My friend is in hospital. He needs O+ blood urgently. He watched #TaherShah video. Uska khoon sookh gaya.,my friend is in hospital he needs o blood urgently he watched video uska khoon sookh gaya 
181,0.7924942083018995-184,"Thanks to Taher Shah's
Angel now I can't sleep",thanks to taher shah angel now i can t sleep
182,0.7924942083018995-185,after Watching Taher Shah's Angel my reaction,after watching taher shah angel my reaction
183,0.7924942083018995-186,"India : we have Rakhi Sawant,rahul gandhi & arvind kejriwal

Pakistan: so what we have Taher Shah & his Angel",india we have rakhi sawant rahul gandhi arvind kejriwal pakistan so what we have taher shah his angel
184,0.7924942083018995-187,"Taher Shah singer hai toh Mein bhi batman hu...
#TaherShahForGrammys",taher shah singer hai toh mein bhi batman hu 
185,0.7924942083018995-188,"kal tak mein Sochta tha I m usless but thanks too Taher Shah..kam se kam koi toh hai...Bc Chutiya

#TaherShahForGrammys",kal tak mein sochta tha i m usles but thanks to taher shah kam se kam koi toh hai bc chutiya
186,0.7924942083018995-189,@prankoholic : I can but if u r Batwomen instead of badwomen, i can but if u r batwomen instead of badwomen
187,0.7924942083018995-190,"If you're having girl problems I feel bad for you,son. I've got 99 problems but a bitch ain't one....",if you re having girl problems i feel bad for you son i ve got problems but a bitch ain t one 
188,0.7924942083018995-191,"poor pakistani and bangladesh kuch kaam na hai inka humara kya hai #ipl mein jeet lenge hum
#IndvsWI",poor pakistani and bangladesh kuch kaam na hai inka humara kya hai mein jeet lenge hum
189,0.7924942083018995-192,@iAnkurSingh he is Lund-le Simmons,he is lund le simmons
190,0.7924942083018995-193,"So what if we've lost.. None of our players are called Lund-le Simmons Atleast
 #IndvsWI #ThankYouTeamIndia",so what if we ve lost none of our players are called lund le simmons atleast
