,id,text,Cleaned_tweet
13,0.5477838252581613-16,Good morning to two great personalities of Indian Cricket the God of Cricket @sachin_rt & Run Machine @imVkohli,good morning to two great personalities of indian cricket the god of cricket run machine
14,0.5477838252581613-17,@SrBachchan Sir you hv IPCA Lab in Indore. My brother-in-law is highly in need of job please help if any post there. He not highly educated,sir you hv ipca lab in indore my brother in law is highly in need of job please help if any post there he not highly educated
15,0.5477838252581613-18,@pbhushan1 Sir need ur kind support for a PIL or Letter Petition. Plz give ur consent. It ll change the scenario of bureaucracy if accepted,sir need ur kind support for a pil or letter petition plz give ur consent it l change the scenario of bureaucracy if accepted
16,0.5477838252581613-19,@imVkohli @ndtv @aajtak @DainikBhaskar Where the hell are NGOs and congrats @PetaIndia for initiating action. #Shaktiman #shaktimanhorse,where the hel are ngos and congrats for initiating action 
17,0.5477838252581613-20,We the brutal human beings compelled you to sacrifice your life. RIP #Shaktiman #shaktimanhorse,we the brutal human beings compelled you to sacrifice your life rip
18,0.5477838252581613-21,@westernrailwayz Sir I hv to book approx. 30 tickets reservation to n fro journey for marriage kindly let me know the procedure please.,sir i hv to book approx tickets reservation to n fro journey for marriage kindly let me know the procedure please 
19,0.5477838252581613-22,@pbhushan1 Sir u r associated with CPIL n if u file a PIL for d benefit of govt. employees it wud b in their interest. Plz let me knw,sir u r associated with cpil n if u file a pil for d benefit of govt employees it wud b in their interest plz let me knw
20,0.5477838252581613-23,Good Noon God of Cricket @sachin_rt and amazing and match winner player @imVkohli,good noon god of cricket and amazing and match winner player
21,0.5477838252581613-24,Sachin and Kohli Really I wana meet you together once. 4 teams entered in SF 1. NZ 2. ENG 3. WI and 4. Kohli #IndvsAus @CRICKET_4U98,sachin and kohli really i wana meet you together once teams entered in sf nz eng wi and kohli
22,0.5477838252581613-25,Yeah deeply sad for you @ShaneRWatson33 Thanks for your contribution. I wish if you could delay your retirement. :),yeah deeply sad for you thanks for your contribution i wish if you could delay your retirement 
23,0.5477838252581613-26,@imVkohli Thank you so much you are a true batsman. Njoyed ur batting. I am ur big fan wana meet you :) #IndvsAus,thank you so much you are a true batsman njoyed ur batting i am ur big fan wana meet you 
24,0.5477838252581613-27,BTW thank you @qandilbaloch maam for dedicating a dance performance to Indian Team and its fans.,btw thank you maam for dedicating a dance performance to indian team and its fans 
25,0.5477838252581613-28,We Indians Salute Team India which showed that we respect woman and saved @qandilbaloch #IndvsPak @imVkohli @YUVSTRONG12 @ImRo45,we indians salute team india which showed that we respect woman and saved
26,0.5477838252581613-29,@roma_cream Ohhh I see but I never heard about you. Would like to know ;),oh i se but i never heard about you would like to know 
27,0.5477838252581613-30,Nobody knows who is Roma it seems some contest is going on and the hashtag is #HappyBirthdayRoma big lol crazy people :D,nobody knows who is roma it seems some contest is going on and the hashtag is big lol crazy people d
28,0.5477838252581613-31,@glimmer318 Even I dont know seem some contest is going on and the hashtag is #HappyBirthdayRoma,even i dont know seem some contest is going on and the hashtag is
29,0.5477838252581613-32,@realpreityzinta Is it true that you got married. If yeah another Gorgeous gone. This IPL we will miss fascinating Miss Preity  Zinta ;) <3,is it true that you got married if yeah another gorgeous gone this ipl we wil mis fascinating mis preity zinta 
30,0.5477838252581613-33,Sunny Leone and Condoms trending together. What a coincidence :D,sunny leone and condoms trending together what a coincidence d
31,0.5477838252581613-34,@Nikbis21 big lol,big lol
32,0.5477838252581613-35,@EurekaForbes Dear Sir I want to install a water purifier in my home. Kindly suggest one and its cost.,dear sir i want to instal a water purifier in my home kindly suggest one and its cost 
33,0.5477838252581613-36,Kick #Aamirkhan out of the country.,kick out of the country 
34,0.5477838252581613-37,Go @amirkhan Go #Pak is calling you. You dont need #Deshdrohi,go go is calling you you dont need
35,0.5477838252581613-38,#AamirKhan you are a dog destroying the plate in which u eating. Dogs are even better than you. #LeaveIndiaAamir,you are a dog destroying the plate in which u eating dogs are even better than you 
36,0.5477838252581613-39,Go to hell #AamirKhan #AamirkhanDeshChhodo Its #IncredibleIndia you bastard cant understand it #proudttobeindian,go to hel its you bastard cant understand it
37,0.5477838252581613-40,Kindly see https://www.youtube.com/watch?v=8sD_6wwevG0 … #1DIN #UnPuzzleSaina  #GeruaTomorrow Ashok Singhal Kupwara,kindly se ashok singhal kupwara
38,0.5477838252581613-41,Kindly see https://www.youtube.com/watch?v=8sD_6wwevG0 … #BacardiHarleyJourneys,kindly se
39,0.5477838252581613-42,Kindly see https://www.youtube.com/watch?v=8sD_6wwevG0 …,kindly se
40,0.5477838252581613-43,@bhumika1231 v. good morning,v good morning
41,0.5477838252581613-44,@bhumika1231 why what happened,why what happened
42,0.5477838252581613-45,@sumedhadogra2 hello,hello
43,0.5477838252581613-46,@rreshma5 Mindblowing pic. Just followed to see the dp,mindblowing pic just followed to se the dp
44,0.5477838252581613-47,@daalu_r beautiful pic,beautiful pic
45,0.5477838252581613-48,@sachin_rt Dear God of Cricket many many happy returns of the Day. May you live long. Miss you in all format of Cricket.,dear god of cricket many many happy returns of the day may you live long mis you in al format of cricket 
46,0.5477838252581613-49,its really sad tat @AnushkaSharma is bein targetd. C ws der 2 cheer up Team India n no1 hs ri8 to interfr in der prsnal life @imVkohli,its really sad tat is bein targetd c ws der cheer up team india n no hs ri to interfr in der prsnal life
47,0.5477838252581613-50,@imVkohli Bro. I am with you. you really played some fantastic cricket. It was ur bad day. dont feel sad. U r our champ like @YUVSTRONG12,bro i am with you you really played some fantastic cricket it was ur bad day dont feel sad u r our champ like
48,0.5477838252581613-51,@YUVSTRONG12 Yuvi Talking about @imVkohli Yeah he will definitely shine he is the gem like you,yuvi talking about yeah he wil definitely shine he is the gem like you
49,0.5477838252581613-52,Watching the Pepsi IPL is just waste of tym. Everythin is fixed in IPL. Now every1 will play well coz they got crores for it. #DareToBeDhoni,watching the pepsi ipl is just waste of tym everythin is fixed in ipl now every wil play wel coz they got crores for it 
50,0.5477838252581613-53,They Snatched it Back #WeGaveItBack #Gharwapsi #TheyTookitBack #TheySnatchedItBack #Dbstar @DainikBhaskar,they snatched it back
51,0.5477838252581613-54,Isi bich INDO-Pak border per awaje aa rahi hain. Unhone hamare Papa ko bhi hara diya :P  #WeGaveItBack #ChaloWinItBack,isi bich indo pak border per awaje a rahi hain unhone hamare papa ko bhi hara diya p
52,0.5477838252581613-55,Now its time for #Gharwapsi #WeGaveItBack #TheyTookitBack #TheySnatchedItBack :P,now its time for p
53,0.5477838252581613-56,They Snatched it Back #WeGaveItBack,they snatched it back
54,0.5477838252581613-57,"@SirJadeja You were sifarshi in WC. Chaploos of Dhoni, You can never replace @YUVSTRONG12 Yuvi rocks. #BleedBlue Anushka #WeGaveItBack",you were sifarshi in wc chaploos of dhoni you can never replace yuvi rocks anushka
55,0.5477838252581613-58,#WeGaveItBack rather they #SnatchedItBack :P,rather they p
56,0.5477838252581613-59,Dear Big Bro. Yuvi @YUVSTRONG12 Read my old tweets. I am always proud of you and I said you will be missed. See that every1 is missing u :),dear big bro yuvi read my old tweets i am always proud of you and i said you wil be missed se that every is missing u 
57,0.5477838252581613-60,@msdhoni I hope now you realize the importance of @Yuvistrong121 Yuvi. #Rahane #DareToBeDhoni Go India #ChaloWinItBack #IndiaJeetega Anushka,i hope now you realize the importance of yuvi go india anushka
58,0.5477838252581613-61,RT if u think tat if Yuvi @YUVSTRONG12 had bin der dn situation could hv been differenct #INDvAUS #ChaloWinItBack #Rahane Anushka Go India,if u think tat if yuvi had bin der dn situation could hv been differenct anushka go india
59,0.5477838252581613-62,@YUVSTRONG12 Yuvi u r being missed by @msdhoni in crucial match of #INDvAUS #ChaloWinItBack #Rahane Anushka Go India #IndiaJeetega Big Lol,yuvi u r being missed by in crucial match of anushka go india big lol
60,0.5477838252581613-63,"अब Anushka देख रही है आस्ट्रेलिया के तेवर
जब Bold and Catch Ho रहे है उसके जेठ और  देवर 
#IndiaJeetega #WeWontGiveItBack Kohli Johnson",anushka bold and catch ho kohli johnson
61,0.5477838252581613-64,"Kohli aur Team India ka LOOL ho gaya hain, Anushka kaa wrong no. :P #IndiaJeetega #WeWontGiveItBack Haddin Johnson #ChaloWinItBack #AUSvIND",kohli aur team india ka lool ho gaya hain anushka ka wrong no p haddin johnson
62,0.5477838252581613-65,@Esther_J_13 haan aajkal ol nahi aa raha hoon twitter per ;),haan aajkal ol nahi a raha hoon twitter per 
63,0.5477838252581613-66,@Esther_J_13 many many happy returns of the day belatedly,many many happy returns of the day belatedly
64,0.5477838252581613-67,Wonderful shot by Elliot and yeah its SIX. #NZ enters final #NZvSA,wonderful shot by elliot and yeah its six enters final
65,0.5477838252581613-68,Isi bich border per awaje aa rahi hai kee Hamari #PAK haar ka badla hamare papa #IND lenge #AUSvPAK #INDvsBAN #IndvsAus #INDvsAUS @ImRo45,isi bich border per awaje a rahi hai ke hamari haar ka badla hamare papa lenge
66,0.5477838252581613-69,Now get ready for excitement of #INDvsAUS . Beware Aussie Champions are back. Ye hain India ka Tyohaar... ;) <3 #AUSvPak @ImRaina @ImRo45,now get ready for excitement of beware aussie champions are back ye hain india ka tyohaar 
67,0.5477838252581613-70,@sugandhadixit85 nice pics maam,nice pics maam
68,0.5477838252581613-71,@radhika_apte looking gorgeous,looking gorgeous
69,0.5477838252581613-72,Lady Pappu failed with First Class First #AAPSweep #DelhiDecides #Feb10WithArnab #NDTVResults,lady pappu failed with first clas first
70,0.5477838252581613-73,I congratul8 the Common Man @ArvindKejriwal to d core of my heart. Its nt Majority its BRoom Tsunami #DelhiDecides #AAPSweep @AamAadmiParty,i congratul the common man to d core of my heart its nt majority its broom tsunami
71,0.5477838252581613-74,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @AamAadmiParty #DelhiDecides @ArvindKejriwal #AAPSweep Its not Majority its BRoom Tsunami,its not majority its broom tsunami
72,0.5477838252581613-75,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @AamAadmiParty #DelhiDecides @ArvindKejriwal Dnt undrestim8 the pwr of c'mon man. NEVER #AAPSweep,dnt undrestim the pwr of c mon man never
73,0.5477838252581613-76,IF GLASS OF WATER WOULD HAVE BEEN THE ELECTION SYMBOL FOR ( Kiren Bedi ) @thekiranbedi wud hav won :P @drkumarvishwas,if glas of water would have been the election symbol for kiren bedi wud hav won p
74,0.5477838252581613-77,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep  @AamAadmiParty #DelhiDecides @ArvindKejriwal Tough @thekiranbedi its time to deliver lectures :P,tough its time to deliver lectures p
75,0.5477838252581613-78,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep  @AamAadmiParty #DelhiDecides @ArvindKejriwal Tough @thekiranbedi has been defeated by a com'm man,tough has been defeated by a com m man
76,0.5477838252581613-79,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep  @AamAadmiParty #DelhiDecides @ArvindKejriwal Imagine unknown Bagga defeated @thekiranbedi,imagine unknown bagga defeated
77,0.5477838252581613-80,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep  @AamAadmiParty #DelhiDecides @ArvindKejriwal BJP and Congress Mukt Delhi. Weldone Delhites :),bjp and congres mukt delhi weldone delhites 
78,0.5477838252581613-81,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep  @AamAadmiParty #DelhiDecides @ArvindKejriwal Ab Delhi Badlegi. Shocked to see result omg,ab delhi badlegi shocked to se result omg
79,0.5477838252581613-82,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @AamAadmiParty #DelhiDecides @ArvindKejriwal Waiting for Oath Ceremony at Ramleela Maidan Hurrey,waiting for oath ceremony at ramleela maidan hurrey
80,0.5477838252581613-83,#AAPkaCM #AAPkiJeet #AAPSweep  @AamAadmiParty #DelhiDecides @ArvindKejriwal Its nt majority its tsumani majority @ndtv @DrKumarVishwas,its nt majority its tsumani majority
81,0.5477838252581613-84,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @DrKumarVishwas #DelhiDecides @ArvindKejriwal once went 2 mit @narendramodi 2day he invited 4 tea,once went mit day he invited tea
82,0.5477838252581613-85,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @ArvindKejriwal @AamAadmiParty #DelhiDecides Anna Hazare sends best wishes to @ArvindKejriwal,anna hazare sends best wishes to
83,0.5477838252581613-86,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @AamAadmiParty #DelhiDecides @narendramodi to @ArvindKejriwal will meet for tea soon,to wil meet for tea soon
84,0.5477838252581613-87,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @ArvindKejriwal @AamAadmiParty #DelhiDecides Entire BJP Team can fit an auto (3),entire bjp team can fit an auto 
85,0.5477838252581613-88,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @ArvindKejriwal @AamAadmiParty  @narendramodi says full support to Delhi from Central @ndtv,says ful support to delhi from central
86,0.5477838252581613-89,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @ArvindKejriwal @AamAadmiParty @aartic02 Its a win of clean politics its political reform @ndtv,its a win of clean politics its political reform
87,0.5477838252581613-90,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep @ArvindKejriwal @AamAadmiParty @aartic02 OMG OMG what a victory even all #Exitpolls failed,omg omg what a victory even al failed
88,0.5477838252581613-91,#AAPkaCM #AAPkiJeet #AAPkaNayak #AAPSweep Badhai ho @ArvindKejriwal @AamAadmiParty @aartic02 Now we will deliver what we said,badhai ho now we wil deliver what we said
89,0.5477838252581613-92,Watch Artistic video http://www.youtube.com/watch?v=JCdUG2JRFLE …  Ziva Who's Who & How Much The List,watch artistic video ziva who who how much the list
90,0.5477838252581613-93,Watch Artistic video http://www.youtube.com/watch?v=JCdUG2JRFLE … #SwissLeaks #4DaysToMSG #Grammys2015 Happy Chocolate Day HSBC #HappyTogether #MeriDilli,watch artistic video happy chocolate day hsbc
91,0.5477838252581613-94,Women feel safe by fixing Police Logo On their scooty. See how safe we are #Vote4MufflerMan #AbkiBaarBediSarkaar #DelhiShowdown,women feel safe by fixing police logo on their scooty se how safe we are
92,0.5477838252581613-95,Entire Govt. of India is trying to dig holes for Kejriwal it seems all are afraid of him and his trustworthyness hence #ThisTimeAAP,entire govt of india is trying to dig holes for kejriwal it seems al are afraid of him and his trustworthynes hence
93,0.5477838252581613-96,Seems Modi Wave is missing even modi is missing from Delhi and BJP gonna target Bedi for defeat in Delhi #ThisTimeAAP,seems modi wave is missing even modi is missing from delhi and bjp gonna target bedi for defeat in delhi
94,0.5477838252581613-97,#ThisTimeAAP Its gonna create a history by routing out both the national parties #DelhiFightClub,its gonna create a history by routing out both the national parties
95,0.5477838252581613-98,Bazaru............. Can we accept such kind of language from the PM of India. Its really shameful that ppl of India elected him #ThisTimeAAP,bazaru can we accept such kind of language from the pm of india its really shameful that ppl of india elected him
96,0.5477838252581613-99,"No othr political party except AAP is daring 2 declare their source of fundin #ThisTimeAAP VOTE 4 AAP, VOTE 4 TRUTH, VOTE AGAINST CORRUPTION",no othr political party except aap is daring declare their source of fundin vote aap vote truth vote against corruption
97,0.5477838252581613-100,@Shraddha48 hello,hello
98,0.5477838252581613-101,Hey frnds hv a look at this video and RT http://vimeo.com/115173540   @gurjeet_chhabra,hey frnds hv a look at this video and rt
99,0.5477838252581613-102,Have a look at the wonderful video  http://vimeo.com/115173540   Facebook and Instagram SRK Pride Of India,have a look at the wonderful video facebook and instagram srk pride of india
100,0.5477838252581613-103,"Twtr Opinion Pol
Wch 1 is bst CM ? 

RT 4 #Kejriwal4Delhi 
Favr8 for #KiranBedi
Ignor 4 #AjayMaken #IRunBedi #AskObamaModi #BediVsKejriwal",twtr opinion pol wch is bst cm rt favr for ignor
101,0.5477838252581613-104,#IRunBedi is running so fast and taking too much u-turn even Milkha Singh's conceded defeat lolz Krishna Nagar #BediVsKejriwal,is running so fast and taking to much u turn even milkha singh conceded defeat lolz krishna nagar
102,0.5477838252581613-105,@Iam_Prerna Lakho k hoarding per AAPstards bhari. lolwz,lakho k hoarding per aapstards bhari lolwz
103,0.5477838252581613-106,@Negativeless Like NaMo doing since Many 2014 :D @aartic02,like namo doing since many d
104,0.5477838252581613-107,#WalkWithKejriwal Its my humble request to Anna Ji to join politics coz its the high time to make Delhi and India Coruption free @aartic02,its my humble request to anna ji to join politics coz its the high time to make delhi and india coruption fre
105,0.5477838252581613-108,#WalkWithKejriwal Coz IPS is not trustable as she took U-turn from her own old tweets and even deceived Annaji,coz ips is not trustable as she took u turn from her own old tweets and even deceived annaji
106,0.5477838252581613-109,"#WalkWithKejriwal if u really wnt a ""NAYAK"". Its nw or never. Nobdy prefers 2 join politics bt AK did it 2 make it corruption free @aartic02",if u really wnt a nayak its nw or never nobdy prefers join politics bt ak did it make it corruption fre
107,0.5477838252581613-110,#WalkWithKejriwal if you really want a corruption and law and order maintained Delhi @aartic02,if you really want a corruption and law and order maintained delhi
108,0.5477838252581613-111,AAP dont bring supporters in Trucks by wasting Millions of Rs. they themselves come forward for a better India #WalkWithKejriwal @aartic02,aap dont bring supporters in trucks by wasting millions of rs they themselves come forward for a better india
109,0.5477838252581613-112,Dont dnw y just 2 impres Obama Govt. is wastin money on CCTV. Hop it cud hv been used 4 poor n health budget #WalkWithKejriwal @aartic02,dont dnw y just impres obama govt is wastin money on cctv hop it cud hv been used poor n health budget
110,0.5477838252581613-113,Yeah thats y I call politics Dirty coz even an IPS Officer cannot stay on her statement of not joining politics lol #WalkWithKejriwal,yeah thats y i cal politics dirty coz even an ips officer cannot stay on her statement of not joining politics lol
111,0.5477838252581613-114,#SwamiVivekananda is my inspiration and is my real leader comparing to present leader of India.,is my inspiration and is my real leader comparing to present leader of india 
112,0.5477838252581613-115,#DelhiAsksPMModi When delhi will be given Full Statehood,when delhi wil be given ful statehood
113,0.5477838252581613-116,#DelhiAsksPMModi Jan Dhan Yojna people opened 0 balance account n yet d account is zero. u gona fill is wid LPG subsidy lol Googly @aartic02,jan dhan yojna people opened balance account n yet d account is zero u gona fil is wid lpg subsidy lol googly
114,0.5477838252581613-117,#DelhiAsksPMModi What is ur relation with Ambani and Adnani. Let the people of India know @aartic02,what is ur relation with ambani and adnani let the people of india know
115,0.5477838252581613-118,#DelhiAsksPMModi U were a good orator prior to PM and now you hv become Manmohan Singh mostly keeps mum :P @aartic02,u were a good orator prior to pm and now you hv become manmohan singh mostly keeps mum p
116,0.5477838252581613-119,#DelhiAsksPMModi for LS election u declared caption but y u r not declaring for Delhi.... Dar l aage jeet hain sir ji :P @aartic02,for ls election u declared caption but y u r not declaring for delhi dar l aage jeet hain sir ji p
117,0.5477838252581613-120,@ek_Kiran #DelhiAsksPMModi Wn u ll pass ordinance lyk othr ordinance 2 implement Uniform Civil Code or u ll prefer Indians to hv 4 children,wn u l pas ordinance lyk othr ordinance implement uniform civil code or u l prefer indians to hv children
118,0.5477838252581613-121,#DelhiAsksPMModi why you reduced the health budget ????,why you reduced the health budget 
119,0.5477838252581613-122,#DelhiAsksPMModi Y ur MP's give useless statements all the time. I hope Make in India doesn't mean 4 children :P @AamAadmiParty,y ur mp give useles statements al the time i hope make in india doesn t mean children p
120,0.5477838252581613-123,"#DelhiAsksPMModi when you are going to introduce Uniform Civil Code, Removal of 370, Bringing back black money etc. etc.",when you are going to introduce uniform civil code removal of bringing back black money etc etc 
121,0.5477838252581613-124,#DelhiAsksPMModi Y u r trying to bring law through ordinance only.,y u r trying to bring law through ordinance only 
122,0.5477838252581613-125,"#DelhiAsksPMModi Y subsidy of cylinder is account so that state govt me include tax on that also.... huhhhhhhhhhhhh ""Acche Din""",y subsidy of cylinder is account so that state govt me include tax on that also huh acche din
123,0.5477838252581613-126,#DelhiAsksPMModi Y u r wasting public money by visiting abroad only.,y u r wasting public money by visiting abroad only 
124,0.5477838252581613-127,"#DelhiAsksPMModi Where are the ""Acche Din"" Sir Ji I am still waiting for the same. You are running the policies of Congress by changing name",where are the acche din sir ji i am stil waiting for the same you are running the policies of congres by changing name
125,0.5477838252581613-128,@bhumika1231 @HDFCLIFE This one is really dangerous wid dangerous look :P I am frightened :P,this one is really dangerous wid dangerous look p i am frightened p
126,0.5477838252581613-129,#ParisShooting proved that the Freedom of Speech is at stake,proved that the freedom of speech is at stake
127,0.5477838252581613-130,@bhumika1231 v. good morning,v good morning
128,0.5477838252581613-131,@monika_imu mention not beauty needs appraisal and appreciation,mention not beauty needs appraisal and appreciation
129,0.5477838252581613-132,@ArtistAloud Okie team Thanx for ur dm msg. I will wait for ur response,okie team thanx for ur dm msg i wil wait for ur response
130,0.5477838252581613-133,@monika_imu Happy new year buddy nic pic,happy new year buddy nic pic
131,0.5477838252581613-134,@ArtistAloud Is this platform for the fresh artist who want to sell his paintings ???,is this platform for the fresh artist who want to sel his paintings 
132,0.5477838252581613-135,@ChocoShah nice pic sweet shweta,nice pic sweet shweta
133,0.5477838252581613-136,@Indorerockers Indore is lovable thats y every1 loves it,indore is lovable thats y every loves it
134,0.5477838252581613-137,#Indore is trending on top. Yeah #Indorerocks despite there being freezing cold :P,is trending on top yeah despite there being freezing cold p
135,0.5477838252581613-138,@archanarathi88 whohoooooooooo our city is trending at top #Indore,whoho our city is trending at top
136,0.5477838252581613-139,@msdhoni thank you for taking decision to retire. Now the politics will end in Team India #DhoniRetires,thank you for taking decision to retire now the politics wil end in team india
137,0.5477838252581613-140,@makemytrip A.8) Germany #TravelSanta 20,a germany
138,0.5477838252581613-141,@makemytrip A.8) Germany #TravelSanta 19,a germany
139,0.5477838252581613-142,@makemytrip MASSIVE SHOUT OUT LIKE NEVER BEFORE FOR #TravelSanta #TravelSanta  #TravelSanta  #TravelSanta  #TravelSanta  #TravelSanta 100,massive shout out like never before for
140,0.5477838252581613-143,@makemytrip MASSIVE SHOUT OUT LIKE NEVER BEFORE FOR #TravelSanta #TravelSanta  #TravelSanta  #TravelSanta  #TravelSanta  #TravelSanta 99,massive shout out like never before for
141,0.5477838252581613-144,@LGIndiaTweets okie team thanks,okie team thanks
142,0.5477838252581613-145,@makemytrip Yeah team twitting my heart out. Hope to win. Bring the next question on. #TravelSanta,yeah team twitting my heart out hope to win bring the next question on 
143,0.5477838252581613-146,@makemytrip A.7) The Grinch #TravelSanta 60,a the grinch
144,0.5477838252581613-147,@makemytrip A.7) The Grinch #TravelSanta 59,a the grinch
145,0.5477838252581613-148,@makemytrip A.7) The Grinch #TravelSanta 58,a the grinch
146,0.5477838252581613-149,@makemytrip A.7) The Grinch #TravelSanta 57,a the grinch
147,0.5477838252581613-150,@makemytrip A.7) The Grinch #TravelSanta 56,a the grinch
148,0.5477838252581613-151,@makemytrip A.7) The Grinch #TravelSanta 55,a the grinch
149,0.5477838252581613-152,@makemytrip A.7) The Grinch #TravelSanta 54,a the grinch
150,0.5477838252581613-153,@makemytrip A.7) The Grinch #TravelSanta 53,a the grinch
151,0.5477838252581613-154,@makemytrip A.7) The Grinch #TravelSanta 52,a the grinch
152,0.5477838252581613-155,@makemytrip A.7) The Grinch #TravelSanta 51,a the grinch
153,0.5477838252581613-156,@makemytrip A.7) The Grinch #TravelSanta 50,a the grinch
154,0.5477838252581613-157,@makemytrip A.7) The Grinch #TravelSanta 49,a the grinch
155,0.5477838252581613-158,@makemytrip A.7) The Grinch #TravelSanta 48,a the grinch
156,0.5477838252581613-159,@makemytrip A.7) The Grinch #TravelSanta 47,a the grinch
157,0.5477838252581613-160,@makemytrip A.7) The Grinch #TravelSanta 46,a the grinch
158,0.5477838252581613-161,@makemytrip A.7) The Grinch #TravelSanta 45,a the grinch
159,0.5477838252581613-162,@makemytrip A.7) The Grinch #TravelSanta 44,a the grinch
160,0.5477838252581613-163,@makemytrip A.7) The Grinch #TravelSanta 43,a the grinch
161,0.5477838252581613-164,@makemytrip A.7) The Grinch #TravelSanta 42,a the grinch
162,0.5477838252581613-165,@makemytrip A.7) The Grinch #TravelSanta 41,a the grinch
163,0.5477838252581613-166,@makemytrip A.7) The Grinch #TravelSanta 40,a the grinch
164,0.5477838252581613-167,@makemytrip A.7) The Grinch #TravelSanta 39,a the grinch
165,0.5477838252581613-168,@makemytrip A.7) The Grinch #TravelSanta 38,a the grinch
166,0.5477838252581613-169,@makemytrip A.7) The Grinch #TravelSanta 37,a the grinch
167,0.5477838252581613-170,@makemytrip A.7) The Grinch #TravelSanta 36,a the grinch
168,0.5477838252581613-171,@makemytrip A.7) The Grinch #TravelSanta 35,a the grinch
169,0.5477838252581613-172,@makemytrip A.7) The Grinch #TravelSanta 34,a the grinch
170,0.5477838252581613-173,@makemytrip A.7) The Grinch #TravelSanta 33,a the grinch
171,0.5477838252581613-174,@makemytrip A.7) The Grinch #TravelSanta 32,a the grinch
172,0.5477838252581613-175,@makemytrip A.7) The Grinch #TravelSanta 31,a the grinch
173,0.5477838252581613-176,@makemytrip A.7) The Grinch #TravelSanta 30,a the grinch
174,0.5477838252581613-177,@makemytrip A.7) The Grinch #TravelSanta 29,a the grinch
175,0.5477838252581613-178,@makemytrip A.7) The Grinch #TravelSanta 28,a the grinch
